Freq.,V(out5)
7.90159449631004e+005,4.91454110379468e+000,4.43629542659500e+000
7.90707336286817e+005,4.91214122831079e+000,4.42470335656918e+000
7.91255602840369e+005,4.90972317986245e+000,4.41313093002725e+000
7.91804249555076e+005,4.90728704095979e+000,4.40157817196416e+000
7.92353276694535e+005,4.90483289406240e+000,4.39004510700739e+000
7.92902684522530e+005,4.90236082158211e+000,4.37853175942308e+000
7.93452473303025e+005,4.89987090587029e+000,4.36703815310311e+000
7.94002643300167e+005,4.89736322922566e+000,4.35556431157788e+000
7.94553194778287e+005,4.89483787388755e+000,4.34411025801173e+000
7.95104128001900e+005,4.89229492204133e+000,4.33267601521277e+000
7.95655443235702e+005,4.88973445580365e+000,4.32126160561678e+000
7.96207140744576e+005,4.88715655723413e+000,4.30986705130557e+000
7.96759220793586e+005,4.88456130833323e+000,4.29849237400794e+000
7.97311683647980e+005,4.88194879102144e+000,4.28713759507532e+000
7.97864529573190e+005,4.87931908716682e+000,4.27580273552083e+000
7.98417758834834e+005,4.87667227856453e+000,4.26448781599601e+000
7.98971371698712e+005,4.87400844693370e+000,4.25319285679000e+000
7.99525368430809e+005,4.87132767392822e+000,4.24191787784614e+000
8.00079749297294e+005,4.86863004112674e+000,4.23066289875303e+000
8.00634514564521e+005,4.86591563003163e+000,4.21942793874542e+000
8.01189664499030e+005,4.86318452207054e+000,4.20821301671058e+000
8.01745199367543e+005,4.86043679859311e+000,4.19701815118521e+000
8.02301119436969e+005,4.85767254087142e+000,4.18584336036117e+000
8.02857424974401e+005,4.85489183009605e+000,4.17468866208240e+000
8.03414116247118e+005,4.85209474736867e+000,4.16355407383869e+000
8.03971193522584e+005,4.84928137371494e+000,4.15243961278532e+000
8.04528657068449e+005,4.84645179007444e+000,4.14134529573322e+000
8.05086507152547e+005,4.84360607729964e+000,4.13027113915043e+000
8.05644744042899e+005,4.84074431615325e+000,4.11921715916240e+000
8.06203368007713e+005,4.83786658730984e+000,4.10818337155649e+000
8.06762379315380e+005,4.83497297135007e+000,4.09716979177775e+000
8.07321778234479e+005,4.83206354876828e+000,4.08617643494199e+000
8.07881565033775e+005,4.82913839996140e+000,4.07520331582394e+000
8.08441739982219e+005,4.82619760522888e+000,4.06425044886072e+000
8.09002303348950e+005,4.82324124478080e+000,4.05331784816443e+000
8.09563255403291e+005,4.82026939872334e+000,4.04240552750801e+000
8.10124596414754e+005,4.81728214706480e+000,4.03151350033442e+000
8.10686326653036e+005,4.81427956971551e+000,4.02064177976002e+000
8.11248446388023e+005,4.81126174648417e+000,4.00979037857271e+000
8.11810955889786e+005,4.80822875707078e+000,3.99895930922643e+000
8.12373855428586e+005,4.80518068107760e+000,3.98814858385705e+000
8.12937145274868e+005,4.80211759799954e+000,3.97735821427394e+000
8.13500825699268e+005,4.79903958722183e+000,3.96658821195936e+000
8.14064896972607e+005,4.79594672802436e+000,3.95583858807675e+000
8.14629359365895e+005,4.79283909957785e+000,3.94510935346949e+000
8.15194213150330e+005,4.78971678093933e+000,3.93440051865734e+000
8.15759458597297e+005,4.78657985105679e+000,3.92371209384524e+000
8.16325095978369e+005,4.78342838876463e+000,3.91304408892041e+000
8.16891125565311e+005,4.78026247278229e+000,3.90239651345394e+000
8.17457547630071e+005,4.77708218171387e+000,3.89176937670206e+000
8.18024362444790e+005,4.77388759404785e+000,3.88116268760996e+000
8.18591570281795e+005,4.77067878815001e+000,3.87057645480469e+000
8.19159171413603e+005,4.76745584227862e+000,3.86001068661633e+000
8.19727166112919e+005,4.76421883455561e+000,3.84946539104719e+000
8.20295554652638e+005,4.76096784299757e+000,3.83894057581020e+000
8.20864337305845e+005,4.75770294548231e+000,3.82843624829266e+000
8.21433514345813e+005,4.75442421978062e+000,3.81795241559565e+000
8.22003086046004e+005,4.75113174352614e+000,3.80748908450209e+000
8.22573052680071e+005,4.74782559423157e+000,3.79704626149799e+000
8.23143414521856e+005,4.74450584928474e+000,3.78662395277000e+000
8.23714171845391e+005,4.74117258594029e+000,3.77622216419907e+000
8.24285324924899e+005,4.73782588132687e+000,3.76584090137075e+000
8.24856874034791e+005,4.73446581244272e+000,3.75548016957310e+000
8.25428819449670e+005,4.73109245615661e+000,3.74513997379992e+000
8.26001161444330e+005,4.72770588919954e+000,3.73482031874411e+000
8.26573900293752e+005,4.72430618817512e+000,3.72452120881171e+000
8.27147036273112e+005,4.72089342954909e+000,3.71424264811282e+000
8.27720569657775e+005,4.71746768965376e+000,3.70398464046857e+000
8.28294500723296e+005,4.71402904468518e+000,3.69374718941090e+000
8.28868829745422e+005,4.71057757069897e+000,3.68353029818025e+000
8.29443557000091e+005,4.70711334361771e+000,3.67333396973622e+000
8.30018682763434e+005,4.70363643921827e+000,3.66315820674548e+000
8.30594207311770e+005,4.70014693314420e+000,3.65300301159845e+000
8.31170130921612e+005,4.69664490089257e+000,3.64286838639724e+000
8.31746453869664e+005,4.69313041782127e+000,3.63275433296527e+000
8.32323176432824e+005,4.68960355914271e+000,3.62266085284362e+000
8.32900298888177e+005,4.68606439992950e+000,3.61258794729888e+000
8.33477821513006e+005,4.68251301510341e+000,3.60253561731423e+000
8.34055744584783e+005,4.67894947944483e+000,3.59250386360125e+000
8.34634068381171e+005,4.67537386758558e+000,3.58249268659481e+000
8.35212793180029e+005,4.67178625401327e+000,3.57250208646013e+000
8.35791919259408e+005,4.66818671306174e+000,3.56253206308469e+000
8.36371446897548e+005,4.66457531891807e+000,3.55258261608807e+000
8.36951376372888e+005,4.66095214562143e+000,3.54265374482277e+000
8.37531707964054e+005,4.65731726705574e+000,3.53274544836919e+000
8.38112441949870e+005,4.65367075695849e+000,3.52285772554630e+000
8.38693578609351e+005,4.65001268890910e+000,3.51299057490248e+000
8.39275118221706e+005,4.64634313633565e+000,3.50314399472443e+000
8.39857061066337e+005,4.64266217251024e+000,3.49331798303418e+000
8.40439407422840e+005,4.63896987055855e+000,3.48351253760194e+000
8.41022157571006e+005,4.63526630343705e+000,3.47372765592394e+000
8.41605311790818e+005,4.63155154395613e+000,3.46396333524884e+000
8.42188870362455e+005,4.62782566476320e+000,3.45421957256232e+000
8.42772833566290e+005,4.62408873835051e+000,3.44449636459762e+000
8.43357201682888e+005,4.62034083704955e+000,3.43479370783124e+000
8.43941974993012e+005,4.61658203303395e+000,3.42511159848847e+000
8.44527153777618e+005,4.61281239831596e+000,3.41545003254186e+000
8.45112738317857e+005,4.60903200474625e+000,3.40580900571321e+000
8.45698728895073e+005,4.60524092401890e+000,3.39618851347994e+000
8.46285125790810e+005,4.60143922765310e+000,3.38658855105967e+000
8.46871929286802e+005,4.59762698701947e+000,3.37700911343852e+000
8.47459139664981e+005,4.59380427331827e+000,3.36745019535055e+000
8.48046757207474e+005,4.58997115758186e+000,3.35791179128301e+000
8.48634782196604e+005,4.58612771068241e+000,3.34839389548587e+000
8.49223214914889e+005,4.58227400332710e+000,3.33889650196904e+000
8.49812055645043e+005,4.57841010605267e+000,3.32941960449843e+000
8.50401304669977e+005,4.57453608923086e+000,3.31996319660426e+000
8.50990962272798e+005,4.57065202306740e+000,3.31052727158129e+000
8.51581028736807e+005,4.56675797759707e+000,3.30111182248620e+000
8.52171504345505e+005,4.56285402268687e+000,3.29171684214231e+000
8.52762389382587e+005,4.55894022803144e+000,3.28234232313749e+000
8.53353684131945e+005,4.55501666316091e+000,3.27298825783390e+000
8.53945388877669e+005,4.55108339743334e+000,3.26365463836135e+000
8.54537503904046e+005,4.54714050003187e+000,3.25434145661799e+000
8.55130029495558e+005,4.54318803996990e+000,3.24504870427603e+000
8.55722965936886e+005,4.53922608609048e+000,3.23577637278358e+000
8.56316313512909e+005,4.53525470706050e+000,3.22652445336082e+000
8.56910072508703e+005,4.53127397137471e+000,3.21729293700580e+000
8.57504243209539e+005,4.52728394735690e+000,3.20808181449695e+000
8.58098825900891e+005,4.52328470315253e+000,3.19889107638855e+000
8.58693820868426e+005,4.51927630673250e+000,3.18972071301549e+000
8.59289228398011e+005,4.51525882589434e+000,3.18057071449673e+000
8.59885048775713e+005,4.51123232825784e+000,3.17144107073268e+000
8.60481282287795e+005,4.50719688126561e+000,3.16233177140751e+000
8.61077929220719e+005,4.50315255218619e+000,3.15324280599400e+000
8.61674989861145e+005,4.49909940810952e+000,3.14417416375081e+000
8.62272464495934e+005,4.49503751594670e+000,3.13512583372420e+000
8.62870353412144e+005,4.49096694243194e+000,3.12609780475171e+000
8.63468656897033e+005,4.48688775411889e+000,3.11709006546002e+000
8.64067375238057e+005,4.48280001738541e+000,3.10810260427153e+000
8.64666508722872e+005,4.47870379842360e+000,3.09913540939683e+000
8.65266057639334e+005,4.47459916325192e+000,3.09018846884714e+000
8.65866022275498e+005,4.47048617770587e+000,3.08126177042777e+000
8.66466402919618e+005,4.46636490744230e+000,3.07235530174419e+000
8.67067199860150e+005,4.46223541793107e+000,3.06346905019474e+000
8.67668413385748e+005,4.45809777446425e+000,3.05460300298229e+000
8.68270043785267e+005,4.45395204215675e+000,3.04575714711534e+000
8.68872091347762e+005,4.44979828593121e+000,3.03693146939616e+000
8.69474556362489e+005,4.44563657053534e+000,3.02812595643848e+000
8.70077439118904e+005,4.44146696052910e+000,3.01934059465734e+000
8.70680739906663e+005,4.43728952029225e+000,3.01057537027720e+000
8.71284459015625e+005,4.43310431401956e+000,3.00183026932959e+000
8.71888596735848e+005,4.42891140572090e+000,2.99310527765482e+000
8.72493153357591e+005,4.42471085922372e+000,2.98440038090536e+000
8.73098129171317e+005,4.42050273816689e+000,2.97571556454233e+000
8.73703524467687e+005,4.41628710601074e+000,2.96705081384575e+000
8.74309339537566e+005,4.41206402602431e+000,2.95840611390491e+000
8.74915574672018e+005,4.40783356129273e+000,2.94978144962639e+000
8.75522230162313e+005,4.40359577471784e+000,2.94117680573595e+000
8.76129306299918e+005,4.39935072901046e+000,2.93259216677368e+000
8.76736803376506e+005,4.39509848669853e+000,2.92402751710211e+000
8.77344721683950e+005,4.39083911012347e+000,2.91548284090514e+000
8.77953061514327e+005,4.38657266143653e+000,2.90695812218551e+000
8.78561823159916e+005,4.38229920260530e+000,2.89845334477280e+000
8.79171006913197e+005,4.37801879540617e+000,2.88996849231805e+000
8.79780613066855e+005,4.37373150143332e+000,2.88150354830254e+000
8.80390641913777e+005,4.36943738208726e+000,2.87305849603005e+000
8.81001093747053e+005,4.36513649858401e+000,2.86463331863574e+000
8.81611968859978e+005,4.36082891194871e+000,2.85622799908236e+000
8.82223267546046e+005,4.35651468301951e+000,2.84784252016486e+000
8.82834990098960e+005,4.35219387244772e+000,2.83947686451201e+000
8.83447136812622e+005,4.34786654068800e+000,2.83113101457908e+000
8.84059707981141e+005,4.34353274801591e+000,2.82280495266484e+000
8.84672703898828e+005,4.33919255451054e+000,2.81449866089760e+000
8.85286124860198e+005,4.33484602006571e+000,2.80621212124654e+000
8.85899971159973e+005,4.33049320438137e+000,2.79794531551536e+000
8.86514243093076e+005,4.32613416697172e+000,2.78969822535063e+000
8.87128940954636e+005,4.32176896715608e+000,2.78147083223569e+000
8.87744065039987e+005,4.31739766407160e+000,2.77326311750260e+000
8.88359615644666e+005,4.31302031665426e+000,2.76507506231706e+000
8.88975593064417e+005,4.30863698366104e+000,2.75690664769910e+000
8.89591997595188e+005,4.30424772364906e+000,2.74875785450590e+000
8.90208829533133e+005,4.29985259498993e+000,2.74062866344660e+000
8.90826089174610e+005,4.29545165586352e+000,2.73251905507666e+000
8.91443776816183e+005,4.29104496425565e+000,2.72442900979837e+000
8.92061892754623e+005,4.28663257796787e+000,2.71635850787028e+000
8.92680437286905e+005,4.28221455460277e+000,2.70830752939530e+000
8.93299410710211e+005,4.27779095157736e+000,2.70027605433394e+000
8.93918813321928e+005,4.27336182611319e+000,2.69226406249750e+000
8.94538645419650e+005,4.26892723524668e+000,2.68427153355712e+000
8.95158907301178e+005,4.26448723581540e+000,2.67629844703401e+000
8.95779599264519e+005,4.26004188446820e+000,2.66834478230935e+000
8.96400721607884e+005,4.25559123766657e+000,2.66041051862618e+000
8.97022274629695e+005,4.25113535167348e+000,2.65249563508155e+000
8.97644258628579e+005,4.24667428256555e+000,2.64460011063798e+000
8.98266673903370e+005,4.24220808622457e+000,2.63672392411738e+000
8.98889520753109e+005,4.23773681834260e+000,2.62886705420651e+000
8.99512799477044e+005,4.23326053441633e+000,2.62102947945353e+000
9.00136510374632e+005,4.22877928975563e+000,2.61321117827621e+000
9.00760653745537e+005,4.22429313947408e+000,2.60541212895569e+000
9.01385229889630e+005,4.21980213849812e+000,2.59763230964388e+000
9.02010239106991e+005,4.21530634155751e+000,2.58987169835861e+000
9.02635681697908e+005,4.21080580319310e+000,2.58213027298962e+000
9.03261557962875e+005,4.20630057775245e+000,2.57440801129674e+000
9.03887868202597e+005,4.20179071939190e+000,2.56670489091302e+000
9.04514612717988e+005,4.19727628207586e+000,2.55902088934418e+000
9.05141791810168e+005,4.19275731957516e+000,2.55135598396975e+000
9.05769405780467e+005,4.18823388547448e+000,2.54371015204908e+000
9.06397454930424e+005,4.18370603315942e+000,2.53608337071251e+000
9.07025939561788e+005,4.17917381582811e+000,2.52847561697162e+000
9.07654859976516e+005,4.17463728648526e+000,2.52088686771578e+000
9.08284216476774e+005,4.17009649794670e+000,2.51331709971656e+000
9.08914009364939e+005,4.16555150283268e+000,2.50576628962344e+000
9.09544238943596e+005,4.16100235357421e+000,2.49823441397009e+000
9.10174905515542e+005,4.15644910241087e+000,2.49072144917375e+000
9.10806009383783e+005,4.15189180138867e+000,2.48322737153400e+000
9.11437550851532e+005,4.14733050236433e+000,2.47575215723798e+000
9.12069530222218e+005,4.14276525700422e+000,2.46829578235996e+000
9.12701947799476e+005,4.13819611678035e+000,2.46085822285946e+000
9.13334803887153e+005,4.13362313297650e+000,2.45343945458684e+000
9.13968098789307e+005,4.12904635668258e+000,2.44603945328029e+000
9.14601832810207e+005,4.12446583879961e+000,2.43865819457028e+000
9.15236006254331e+005,4.11988163003823e+000,2.43129565397960e+000
9.15870619426370e+005,4.11529378091597e+000,2.42395180692223e+000
9.16505672631226e+005,4.11070234175939e+000,2.41662662870589e+000
9.17141166174013e+005,4.10610736271149e+000,2.40932009453850e+000
9.17777100360055e+005,4.10150889371193e+000,2.40203217951456e+000
9.18413475494888e+005,4.09690698452403e+000,2.39476285863591e+000
9.19050291884261e+005,4.09230168470968e+000,2.38751210679435e+000
9.19687549834135e+005,4.08769304364766e+000,2.38027989878594e+000
9.20325249650682e+005,4.08308111052493e+000,2.37306620930544e+000
9.20963391640286e+005,4.07846593433644e+000,2.36587101294732e+000
9.21601976109545e+005,4.07384756389146e+000,2.35869428421119e+000
9.22241003365269e+005,4.06922604780570e+000,2.35153599749681e+000
9.22880473714480e+005,4.06460143450848e+000,2.34439612711049e+000
9.23520387464415e+005,4.05997377223763e+000,2.33727464726203e+000
9.24160744922520e+005,4.05534310904359e+000,2.33017153206856e+000
9.24801546396459e+005,4.05070949278926e+000,2.32308675555574e+000
9.25442792194105e+005,4.04607297114348e+000,2.31602029165341e+000
9.26084482623548e+005,4.04143359159332e+000,2.30897211420550e+000
9.26726617993090e+005,4.03679140143130e+000,2.30194219696164e+000
9.27369198611246e+005,4.03214644776635e+000,2.29493051358608e+000
9.28012224786747e+005,4.02749877751719e+000,2.28793703765358e+000
9.28655696828536e+005,4.02284843741441e+000,2.28096174265173e+000
9.29299615045771e+005,4.01819547400354e+000,2.27400460198424e+000
9.29943979747825e+005,4.01353993363689e+000,2.26706558896566e+000
9.30588791244284e+005,4.00888186248868e+000,2.26014467683299e+000
9.31234049844951e+005,4.00422130653685e+000,2.25324183873370e+000
9.31879755859842e+005,3.99955831157908e+000,2.24635704773779e+000
9.32525909599188e+005,3.99489292322108e+000,2.23949027683049e+000
9.33172511373436e+005,3.99022518688719e+000,2.23264149892017e+000
9.33819561493247e+005,3.98555514781064e+000,2.22581068683266e+000
9.34467060269499e+005,3.98088285104433e+000,2.21899781331929e+000
9.35115008013285e+005,3.97620834144798e+000,2.21220285104890e+000
9.35763405035912e+005,3.97153166370429e+000,2.20542577261970e+000
9.36412251648906e+005,3.96685286230401e+000,2.19866655054992e+000
9.37061548164006e+005,3.96217198155670e+000,2.19192515728559e+000
9.37711294893170e+005,3.95748906558333e+000,2.18520156519657e+000
9.38361492148569e+005,3.95280415832421e+000,2.17849574658265e+000
9.39012140242593e+005,3.94811730353328e+000,2.17180767367021e+000
9.39663239487849e+005,3.94342854477891e+000,2.16513731861352e+000
9.40314790197158e+005,3.93873792545158e+000,2.15848465350115e+000
9.40966792683560e+005,3.93404548874933e+000,2.15184965034602e+000
9.41619247260311e+005,3.92935127769279e+000,2.14523228109718e+000
9.42272154240886e+005,3.92465533511901e+000,2.13863251763536e+000
9.42925513938976e+005,3.91995770367986e+000,2.13205033177362e+000
9.43579326668489e+005,3.91525842584703e+000,2.12548569526067e+000
9.44233592743551e+005,3.91055754390667e+000,2.11893857977827e+000
9.44888312478507e+005,3.90585509997047e+000,2.11240895694927e+000
9.45543486187918e+005,3.90115113595748e+000,2.10589679832615e+000
9.46199114186566e+005,3.89644569361344e+000,2.09940207540453e+000
9.46855196789448e+005,3.89173881449856e+000,2.09292475961596e+000
9.47511734311781e+005,3.88703053999667e+000,2.08646482233426e+000
9.48168727069001e+005,3.88232091130487e+000,2.08002223486943e+000
9.48826175376762e+005,3.87760996944507e+000,2.07359696847627e+000
9.49484079550937e+005,3.87289775525606e+000,2.06718899434944e+000
9.50142439907617e+005,3.86818430939800e+000,2.06079828362724e+000
9.50801256763115e+005,3.86346967235256e+000,2.05442480739197e+000
9.51460530433960e+005,3.85875388442118e+000,2.04806853667004e+000
9.52120261236904e+005,3.85403698572581e+000,2.04172944243250e+000
9.52780449488915e+005,3.84931901620879e+000,2.03540749559608e+000
9.53441095507182e+005,3.84460001563944e+000,2.02910266702749e+000
9.54102199609116e+005,3.83988002360312e+000,2.02281492753760e+000
9.54763762112346e+005,3.83515907950930e+000,2.01654424788675e+000
9.55425783334721e+005,3.83043722259352e+000,2.01029059878685e+000
9.56088263594312e+005,3.82571449190897e+000,2.00405395089649e+000
9.56751203209408e+005,3.82099092633611e+000,1.99783427482782e+000
9.57414602498523e+005,3.81626656457916e+000,1.99163154114462e+000
9.58078461780387e+005,3.81154144516182e+000,1.98544572036039e+000
9.58742781373954e+005,3.80681560643690e+000,1.97927678294499e+000
9.59407561598399e+005,3.80208908657975e+000,1.97312469932100e+000
9.60072802773116e+005,3.79736192358956e+000,1.96698943986508e+000
9.60738505217724e+005,3.79263415529322e+000,1.96087097491100e+000
9.61404669252060e+005,3.78790581934412e+000,1.95476927474959e+000
9.62071295196186e+005,3.78317695321648e+000,1.94868430962550e+000
9.62738383370384e+005,3.77844759421551e+000,1.94261604974412e+000
9.63405934095158e+005,3.77371777947027e+000,1.93656446526762e+000
9.64073947691236e+005,3.76898754593980e+000,1.93052952631992e+000
9.64742424479566e+005,3.76425693040645e+000,1.92451120298184e+000
9.65411364781320e+005,3.75952596948408e+000,1.91850946529804e+000
9.66080768917892e+005,3.75479469961255e+000,1.91252428327320e+000
9.66750637210900e+005,3.75006315705930e+000,1.90655562687393e+000
9.67420969982184e+005,3.74533137792211e+000,1.90060346603088e+000
9.68091767553807e+005,3.74059939812898e+000,1.89466777063920e+000
9.68763030248057e+005,3.73586725343496e+000,1.88874851055697e+000
9.69434758387442e+005,3.73113497942286e+000,1.88284565560625e+000
9.70106952294698e+005,3.72640261151214e+000,1.87695917557916e+000
9.70779612292782e+005,3.72167018494743e+000,1.87108904023093e+000
9.71452738704875e+005,3.71693773480569e+000,1.86523521928520e+000
9.72126331854382e+005,3.71220529599485e+000,1.85939768243322e+000
9.72800392064935e+005,3.70747290325524e+000,1.85357639933576e+000
9.73474919660386e+005,3.70274059115836e+000,1.84777133962233e+000
9.74149914964815e+005,3.69800839410814e+000,1.84198247289255e+000
9.74825378302526e+005,3.69327634634415e+000,1.83620976871866e+000
9.75501309998047e+005,3.68854448193403e+000,1.83045319664130e+000
9.76177710376130e+005,3.68381283478153e+000,1.82471272617488e+000
9.76854579761756e+005,3.67908143862522e+000,1.81898832680705e+000
9.77531918480127e+005,3.67435032703505e+000,1.81327996799731e+000
9.78209726856674e+005,3.66961953341615e+000,1.80758761917977e+000
9.78888005217051e+005,3.66488909101453e+000,1.80191124976677e+000
9.79566753887139e+005,3.66015903290203e+000,1.79625082914027e+000
9.80245973193045e+005,3.65542939199349e+000,1.79060632666284e+000
9.80925663461103e+005,3.65070020103624e+000,1.78497771167154e+000
9.81605825017870e+005,3.64597149261589e+000,1.77936495348186e+000
9.82286458190134e+005,3.64124329915393e+000,1.77376802138683e+000
9.82967563304906e+005,3.63651565291066e+000,1.76818688465881e+000
9.83649140689425e+005,3.63178858598102e+000,1.76262151254793e+000
9.84331190671157e+005,3.62706213030088e+000,1.75707187428562e+000
9.85013713577796e+005,3.62233631764444e+000,1.75153793908419e+000
9.85696709737261e+005,3.61761117962413e+000,1.74601967613630e+000
9.86380179477700e+005,3.61288674769152e+000,1.74051705461673e+000
9.87064123127487e+005,3.60816305313843e+000,1.73503004368272e+000
9.87748541015227e+005,3.60344012709479e+000,1.72955861247346e+000
9.88433433469750e+005,3.59871800053366e+000,1.72410273011351e+000
9.89118800820113e+005,3.59399670426846e+000,1.71866236571104e+000
9.89804643395605e+005,3.58927626895004e+000,1.71323748835703e+000
9.90490961525740e+005,3.58455672507948e+000,1.70782806713289e+000
9.91177755540261e+005,3.57983810299106e+000,1.70243407110071e+000
9.91865025769142e+005,3.57512043286656e+000,1.69705546931226e+000
9.92552772542582e+005,3.57040374472760e+000,1.69169223080458e+000
9.93240996191013e+005,3.56568806844334e+000,1.68634432460501e+000
9.93929697045093e+005,3.56097343372195e+000,1.68101171972654e+000
9.94618875435711e+005,3.55625987012031e+000,1.67569438517380e+000
9.95308531693984e+005,3.55154740703466e+000,1.67039228993767e+000
9.95998666151260e+005,3.54683607371082e+000,1.66510540300207e+000
9.96689279139117e+005,3.54212589923849e+000,1.65983369334039e+000
9.97380370989360e+005,3.53741691255058e+000,1.65457712991598e+000
9.98071942034029e+005,3.53270914243118e+000,1.64933568168659e+000
9.98763992605389e+005,3.52800261750510e+000,1.64410931759909e+000
9.99456523035938e+005,3.52329736625060e+000,1.63889800659663e+000
1.00014953365841e+006,3.51859341698992e+000,1.63370171761396e+000
1.00084302480575e+006,3.51389079788963e+000,1.62852041957763e+000
1.00153699681116e+006,3.50918953697174e+000,1.62335408141269e+000
1.00223145000806e+006,3.50448966210273e+000,1.61820267203686e+000
1.00292638473010e+006,3.49979120099845e+000,1.61306616036360e+000
1.00362180131117e+006,3.49509418122581e+000,1.60794451530310e+000
1.00431770008537e+006,3.49039863020008e+000,1.60283770576129e+000
1.00501408138705e+006,3.48570457518683e+000,1.59774570064112e+000
1.00571094555080e+006,3.48101204330415e+000,1.59266846884430e+000
1.00640829291143e+006,3.47632106152003e+000,1.58760597926964e+000
1.00710612380397e+006,3.47163165665265e+000,1.58255820081395e+000
1.00780443856371e+006,3.46694385537912e+000,1.57752510237693e+000
1.00850323752614e+006,3.46225768421816e+000,1.57250665285177e+000
1.00920252102701e+006,3.45757316955002e+000,1.56750282113683e+000
1.00990228940230e+006,3.45289033760412e+000,1.56251357612846e+000
1.01060254298820e+006,3.44820921446755e+000,1.55753888672652e+000
1.01130328212116e+006,3.44352982607552e+000,1.55257872182908e+000
1.01200450713785e+006,3.43885219822541e+000,1.54763305034032e+000
1.01270621837517e+006,3.43417635656138e+000,1.54270184116271e+000
1.01340841617027e+006,3.42950232659029e+000,1.53778506320548e+000
1.01411110086052e+006,3.42483013367169e+000,1.53288268537961e+000
1.01481427278352e+006,3.42015980302106e+000,1.52799467660023e+000
1.01551793227712e+006,3.41549135971005e+000,1.52312100578617e+000
1.01622207967938e+006,3.41082482867200e+000,1.51826164186380e+000
1.01692671532863e+006,3.40616023469184e+000,1.51341655376168e+000
1.01763183956340e+006,3.40149760241568e+000,1.50858571041582e+000
1.01833745272248e+006,3.39683695634857e+000,1.50376908076886e+000
1.01904355514487e+006,3.39217832085367e+000,1.49896663376962e+000
1.01975014716983e+006,3.38752172015362e+000,1.49417833837441e+000
1.02045722913685e+006,3.38286717833082e+000,1.48940416354695e+000
1.02116480138563e+006,3.37821471932588e+000,1.48464407825820e+000
1.02187286425614e+006,3.37356436694590e+000,1.47989805149061e+000
1.02258141808857e+006,3.36891614485085e+000,1.47516605223129e+000
1.02329046322334e+006,3.36427007656934e+000,1.47044804948052e+000
1.02400000000111e+006,3.35962618548831e+000,1.46574401224648e+000
1.02471002876280e+006,3.35498449485624e+000,1.46105390954725e+000
1.02542054984952e+006,3.35034502778816e+000,1.45637771041350e+000
1.02613156360266e+006,3.34570780725945e+000,1.45171538388546e+000
1.02684307036382e+006,3.34107285611021e+000,1.44706689901539e+000
1.02755507047485e+006,3.33644019704302e+000,1.44243222486684e+000
1.02826756427783e+006,3.33180985262850e+000,1.43781133051722e+000
1.02898055211508e+006,3.32718184529828e+000,1.43320418505474e+000
1.02969403432915e+006,3.32255619735043e+000,1.42861075758139e+000
1.03040801126285e+006,3.31793293095196e+000,1.42403101721424e+000
1.03112248325920e+006,3.31331206813176e+000,1.41946493308211e+000
1.03183745066148e+006,3.30869363078813e+000,1.41491247432935e+000
1.03255291381319e+006,3.30407764068606e+000,1.41037361011498e+000
1.03326887305808e+006,3.29946411945676e+000,1.40584830961253e+000
1.03398532874013e+006,3.29485308860158e+000,1.40133654201188e+000
1.03470228120357e+006,3.29024456948746e+000,1.39683827651746e+000
1.03541973079286e+006,3.28563858335466e+000,1.39235348235244e+000
1.03613767785270e+006,3.28103515130829e+000,1.38788212875404e+000
1.03685612272804e+006,3.27643429432645e+000,1.38342418497836e+000
1.03757506576404e+006,3.27183603325366e+000,1.37897962029686e+000
1.03829450730612e+006,3.26724038880883e+000,1.37454840400083e+000
1.03901444769995e+006,3.26264738157939e+000,1.37013050539826e+000
1.03973488729143e+006,3.25805703202709e+000,1.36572589381711e+000
1.04045582642669e+006,3.25346936048059e+000,1.36133453860169e+000
1.04117726545210e+006,3.24888438714754e+000,1.35695640911893e+000
1.04189920471429e+006,3.24430213209989e+000,1.35259147475081e+000
1.04262164456011e+006,3.23972261529228e+000,1.34823970490432e+000
1.04334458533666e+006,3.23514585654633e+000,1.34390106900312e+000
1.04406802739129e+006,3.23057187556150e+000,1.33957553649341e+000
1.04479197107156e+006,3.22600069190712e+000,1.33526307683999e+000
1.04551641672531e+006,3.22143232503206e+000,1.33096365953138e+000
1.04624136470059e+006,3.21686679425867e+000,1.32667725407664e+000
1.04696681534570e+006,3.21230411878608e+000,1.32240383000729e+000
1.04769276900920e+006,3.20774431768633e+000,1.31814335687547e+000
1.04841922603987e+006,3.20318740991094e+000,1.31389580425751e+000
1.04914618678673e+006,3.19863341428938e+000,1.30966114175275e+000
1.04987365159907e+006,3.19408234952682e+000,1.30543933898319e+000
1.05060162082638e+006,3.18953423420721e+000,1.30123036559476e+000
1.05133009481843e+006,3.18498908679185e+000,1.29703419125659e+000
1.05205907392521e+006,3.18044692562179e+000,1.29285078566281e+000
1.05278855849696e+006,3.17590776891748e+000,1.28868011853177e+000
1.05351854888417e+006,3.17137163477695e+000,1.28452215960592e+000
1.05424904543757e+006,3.16683854118084e+000,1.28037687865402e+000
1.05498004850811e+006,3.16230850598950e+000,1.27624424546974e+000
1.05571155844702e+006,3.15778154694212e+000,1.27212422987161e+000
1.05644357560575e+006,3.15325768166466e+000,1.26801680170681e+000
1.05717610033600e+006,3.14873692765839e+000,1.26392193084546e+000
1.05790913298971e+006,3.14421930230991e+000,1.25983958718622e+000
1.05864267391907e+006,3.13970482289015e+000,1.25576974065516e+000
